Content,Label
E  vai con il terremoto,pos
djmarky energiafm tima semana Obrigado Terremoto DrumandBassShow,neg
Odeio Pessoas Que Roncam Demais  Parece Até Que Passou Um Trator Ou Parece Que T Tendo Um Terremoto,neg
Cancelan alertas de tsunami emitidas tras terremoto de  grados en el Caribe  ,neg
 Terrible terremoto en Taiwn deja dos centenares de heridos y mucho caos    ,neg
Merda terremoto un altro ho paura,pos
Después del terremoto viene la reconstruccin la importancia de la resiliencia ,neg
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo Sismo ,neg
Terremoto en Turqua Videos captan derrumbes y devastacin en varias ciudades  ,neg
Super scossa di terremoto durata una decina di secondi abbondanti,pos
un altra scossa terremoto pesaro,pos
Sentito che botta di terremoto earthquake,pos
Llevaba semanas publicando en mi grupo d Facebook  ASI VIVIMOS EL TERREMOTO DEL   los inusuales y continuos considerables terremotos d cierta importancia en la toda la franja d la falla Euroafricana Donde se han estado escondiendo los super expertos q no se les ven ,neg
 minuti fa una scossa di terremoto uffiiiii che paura  mò chi dorme,pos
TODOS ESTAN BIEN Para los que son de CDMX acaba de haber un terremoto de  Me toco mientras estaba grabando escenas del siguente vlog,neg
Essere svegliati da un terremoto non è il massimo della vita,pos
Terremoto en California rompe tuberas de agua derriba cables y rompe edificios   ,neg
Ancora una scossa avvertita sul lago di Garda terremoto,pos
Altra scossa di terremoto percepita qui a Pisa,pos
JoseRochaA por qué el SismosPeruIGP baja la magnitud del terremoto porque ya no es temblor se sinti en HuancayohuancavelicaAyacucho cuzcoPuno Moquegua  ,neg
Definitivamente hay un antes y un después de mi después del terremoto del  de septiembre jams lo voy a superar y mi reaccin ante los temblores jams ser la misma ,neg
Mamma Mia Terremoto ore ,pos
Ahora terremoto en Honduras  de  y lo sentimos hasta en el Caribe Mexicano ,neg
sararoversi  svegliata dal terremoto,pos
Scossa di terremoto avvertita a Roma ingv,pos
Karipvv Después del terremoto nadie duerme desnudo ,neg
anche a venezia sentito forte terremoto dovè lepicentro,pos
Ancora terremoto,pos
Sto giro lho preso tutto Al quinto piano Mi tremano le mani le gambe e la testa terremoto reggioemilia,pos
Ecco sarà pure un giornale sportivo ma a me pare una presa per il culo terremoto tuttosport ,pos
non riesco a dormire ho sonno ma il ricordo della presentazione che ho fatto oggi mi perseguita mi sono dimenticata metà discorso e tremavo come un terremoto ,neg
terremoto de facha ,neg
Al menos dos muertos y  heridos tras terremoto en Taiwn   ,neg
TUSCOLANA scossa percepita benissimo al quarto piano terremoto,pos
Me chama de terremoto e diz que abalei suas estruturas   kkkkkk tem q ter muito mais q cantadas lindas p abalar minha estrutura bebe   ,neg
Un terremoto de  sacude el sur deCalifornia  ,neg
andreslopezcnn Hola Andrés Cmo ests Soy Daniel Wappenstein y actualmente Presidente de la Sociedad Ecuatoriana de Fisioterapia Estamos realizando Brigadas en la zona del Terremoto y somos uno de los pocos proyectos que an persisten Por los  aos haremos la Brigada ,neg
rdavidgoncalves No nos atormenta para nada  Es que a veces es un pa lante  y pa tras  O sea contradiccin y que anuncia algo y no pasa como el terremoto de diciembre,neg
terremoto nelle marche,pos
KRLS marianorajoy sanchezcastejon Dicen que si todos los chinos saltan al mismo tiempo habra un terremoto mundial El Zasca que te acaban de dar le dobla la intensidad,neg
Subastan cola de dinosaurio para ayudar a escuelas daadas por terremoto del S  ,neg
terremoto appena avvertito a Milano,pos
Forte scossa dii terremoto avvertita s Mantova qualche minuto fa Stanno seguendo altre piccole scosse,pos
Alerta de tsunami en Alaska y Canad   por un terremoto de  de magnitud  cuba cubanos,neg
Ma che grossa questa OO terremoto,pos
Scossa terremoto bergamo am azzo,pos
Cul es la razn del terremoto de  y sus muchas réplicas que agitan el sur de México ,neg
El terremoto de papi Te amo hijo mio Matheo Andrés,neg
Después del terremoto viene la reconstruccin la importancia de la resiliencia México ,neg
Nuova Scossa settimomilanese  terremoto,pos
ancora forte e lunga Terremoto,pos
Ancora terremoto,pos
Ms de  réplicas se han registrado en México tras el terremoto de  grados que dej sin electricidad a miles de usuarios,neg
Fanculo pure il terremoto potente,pos
NicoSavi terremoto a reggio emilia porca miseria,pos
Estadao colunadobroad S no vou morar l porque tem muito terremoto e vulces e isso me tira o sono mais que a a nossa desgraa brasileira POLTICOS ,neg
Forte scossa di terremoto al Nord paura in Friuli Venezia Giulia epicentro a Tolmezzo attenzione alle Alpi ,neg
Terremoto moderado en beda Jaén a las    ,neg
Oh ha tirato il terremoto e io non lho sentito Ma neanche uno eh è da una settimana ce tira tutti i giorni Bah,pos
Entonces hubo relmpagos y voces y truenos y un gran temblor de tierra un terremoto tan grande cual no lo hubo jams desde que los hombres han estado sobre la tierra Apocalipsis ,neg
Helicptero militar de México se estrella en Oaxaca causando la muerte de  sobrevivientes del terremoto  va democracynowes,neg
Il paragone tra il libro ed il terremoto è perfetto La danza del girasole non è un libro lungo ma ad intensità ti colpisce in pieno e ti travolge   clario,neg
Esta encantadora catedral romnica también conocida como Duomo di Verona se construy tras el terremoto de  que destruy dos iglesias que se encontraban en este lugar   ofVerona Italia Viajes ,neg
Forte scossa di terremoto,pos
Scossa di terremoto a Roma  ,pos
ancora il terremoto,pos
Qualche minuto fa un terremoto fortissimo ha colpito dove vivo Nord Abruzzo,pos
Svegliato dal letto che ballava terremoto milano,pos
terremoto scossa a Genova,pos
Terremoto en México por qué el sismo de Pinotepa Nacional no fue tan destructivo como el de septiembre pasado si tuvo una magnitud similar  El sismo ms reciente en México no caus vctimas mortales ni derrib edificios como el de septiembre pasa ,neg
Terremoto en Per un sismo de  grados sacudi el sur del pas  ,neg
A sensao é horrvel parece que t dando nusea fica sem equilbrio O que é apavorante porque voc no sabe o que est acontecendo e tem gente fazendo piada  Terremoto Bolvia,neg
Nuova scossa di terremoto avvertita anche qua a Novara  non si ferma più,pos
La diretta su SkyTg è apocalittica terremoto,pos
Continuano scosse forti a modena Scappati dallufficio vedo da fuori finestre e lampadari che tremano terremoto,pos
hofatto In sinergia con il Governo mi sono dedicato a sbloccare i fondi per la ricostruzione e per gli adeguamenti antisismici un atto di cuore e di ragione per sanare le profonde ferite inferte dal  terremoto alla nostra regione  Per saperne di più  ,neg
terremoto  UTC W PEAL DE BECERROJ mag profkm clculo revisado ,neg
LoMasVisto As vivieron los peruanos el terremoto de  este domingo Ene fotos y vdeos,neg
Ancora terremoto  spero stiano tutti bene,pos
Después del terremoto viene la reconstruccin la importancia de la resiliencia México ,neg
JulianRosso MaxyLocura HenryEscalada El mellizo esta afuera de Boca se piensan q lo de miercoles es gratis imposible es un terremoto esto no lo remonta ganara el bicampeonato pero ya nada es igual despues de lo del miercoles y varios jugadores lo mismo,neg
Cazzo il terremoto Milano,pos
Terremoto causa minitsunami na Grécia ,neg
nessuno ha sentito il terremoto,pos
Provincia di ascolipiceno terremoto lunghissimo e fortissimo Dovera lepicentro,pos
At kurimanzutto MX City While presented in a disparate composition within the gallery space all of the elements resonate with a visible correlation and an inherent potential for interdependence and connectivity  MAINTAINERS by NairyBaghramian  ,neg
Terremoto luce in Norcia Perugia    ,neg
Ok a quante scosse siamo adessodiventa davvero inquietante questo terremoto,pos
Terremoto fuerte en Zihuatanejo de Azueta Guerrero    ,neg
RT InfobaeAmerica AHORA  Alerta de tsunami tras un terremoto de magnitud  en el golfo de Alaska ,neg
terremoto a Pontedera cavolo ,pos
Oddio ho appena sentito il terremoto Qui a Roma si è sentito parecchio ODDIO Terremoto,pos
ancora terremoto ora  a Milano,pos
VI GIURO HO PRESO UN COLPO IL TERREMOTO,pos
Terremoto notturnoSti cazzi,pos
morrisonalbo LaGrondonaTwitt LTA  Cheiquy cheiquy cheiquy Terremoto terremo terremoto,neg
ATENCIN MUNDO   A  aument el nmero de heridos por terremoto al sur de Per Lee aqugt  ,neg
Ancora lincubo Terremoto,pos
Terremoto in Emilia magnitudo  La scossa è stata avvertita in tutto il Nord Italia Da Firenze a Bolzano d ,pos
Avete sentito il terremoto,pos
 feridos por enquanto Terremoto Turquia e Grécia,neg
USGS Sismo Temblor Terremoto M   North of Svalbard,neg
Avete seguito il servizio sul Belice al tg a  anni dal terremoto  A parte la mafia politicamente e partiticamente chi cè stao in questi  anni  Mi raccomando continuiamo a votarli loro sono lesperienza,neg
Oddio ma che cazzo di terremoto è stato GiuliKim,pos
Svegliato dal terremoto,pos
Ver TERREMOTO  SACUDE MÉXICO  NUEVAS IMGENES en YouTube  ,neg
Terremoto di magnitudo ML  del  ore  Italia in zona Tirreno Meridionale MARE ,neg
Antnov An el avin soviético que asisti a Per tras el terremoto de ncash de   Historia Rusia Peru ,neg
terremoto altra scossa varese,pos
terremoto altro scrollone a genova,pos
Terremoto Nessuno in strada grande spavento,pos
altra scossa basta terremoto,pos
Norcia Struttura costruita con le donazioni post terremoto sequestrata per problemi su alcune autorizzazioni Pare fosse a norma,neg
La ONG Oxfam admite que varios de sus cooperantes contrataron a jvenes prostitutas incluso menores para montar una orga Fueron invitadas a casas y hospedajes pagados por la organizacin tras el terremoto que destruy Hait en  ,neg
pietroraffa a genova già la seconda che sento terremoto,pos
Appena sentito mio zio George a LosAngeles  Everyone ok No damage Tutto bene Là convivono col terremoto giornalmente anche questa scossa non ha spaventato i californiani,neg
Terremoto en México las primeras imgenes tras el sismo de magnitud  de Pinotepa Nacional  ,neg
Scossa lunghissima di un minuto Mentre mangiavo Mi viene lo sbocco terremoto,pos
USGS Sismo Temblor Terremoto M   km ESE of Roghun Tajikistan,neg
dio mio in un attimo  tweet di filo sul terremoto vi prego ditemi che state bene,pos
mariber Hanno fatto così tanto danno che è meglio subire un altro terremoto piuttosto che riaverli al governo,neg
RRobitt Qualcuno di questi magari durante il terremoto rideva,neg
irdegsp Banda Sea mb     Event has not yet been reviewed by a seismologist For subsequent updates and details please see  earthquake séisme terremoto   ,neg
Unaltra scossa in questo istante terremoto,pos
Gobierno de México descart formacin de tsunami tras terremoto en el Caribe ,neg
Terremoto mentre mangio ,pos
chezwearsvans e questa lhai sentita terremoto,pos
Terremoto D che paura,pos
Certo che Giannini ha demolito il partitodemocratico e soprattutto matteorenzi come un terremoto  cartabianca,neg
 Entérate  REPBLICA  Se aproxima terremoto de  grados No te dejes engaar aqu la informacin   ,neg
terremoto stiamo bene,pos
terremoto lt ,neg
Forte scossa di terremoto a Padova,pos
Después del terremoto viene la reconstruccin la importancia de la resiliencia México ,neg
Che schicchera di terremoto caspita,pos
News dal mondo  Terremoto nuova scossa A S Felice situazione grave  di The ATMin Terremot ,pos
Scossa di terremoto,pos
No raga sto piangendo perché io ho vissuto malissimo il terremoto a lAquila,pos
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo sismo ,neg
Ho sentito il terremoto a Latina non fortissimo ma si è sentito bene,pos
Entrei na tag achando que era alguma brincadeira fiquei assustada quando soube que um terremoto na Bolvia foi sentindo em algumas cidades do Brasil era s o que faltava Semana j comeou tensa espero que os bolivianos  estejam bem terremoto,neg
terremoto ML  CENTRAL ITALY Magnitude ML  Region CENTRAL ITALY Date time   UTC Location  N   E Depth  km ,neg
nuova scossa di terremoto sentita a casalecchio,pos
Terremoto in Grecia magnitudo  al largo di Samos Turchia crolli e morti a Smirne  via quotidianonet,neg
ya en podcast  Ververipen cultura y diversidad gitana en Mmadrid Escuchamos a Mara Terremoto que participa en el Festival EllasCrean  y hablamos con LaLupiflamenco por su espectculo homenaje a la mtica gitana malaguea La Paula Escchalo en  ,neg
Ho appena sentito una scossa di terremoto bologna,pos
terremoto bestiale a Roma mortacci,pos
Oddio terremoto,pos
terremoto avvertito distintamente a guglionesi basso molise,pos
fortuna che sono tornata giusto in tempo per non perdermi il terremoto ,pos
diazespindola Candongazo Pero veni y chupame la pija chileno cojido por Alexis sanchez la concha de tu madre nio terremoto,neg
Che botta terremoto,pos
Porco cane che serie di scosse terremoto,pos
Cè appena stata una cazzo di scossa di terremoto mentre guardavo breaking bad Il lampadario si muove ancora porco dio,pos
Debole Terremoto M epicentro  km E Cittareale RI alle   UTC ,neg
Cazzo il terremoto,pos
Terremoto Che scossa,pos
Opere pubbliche   Quasi  anni son passati e c è gente ancora nei containers o moduli temporanei        ore    Terremoto IRPINIA  ,neg
terremoto a  Roma Che paura ,pos
Era da un bel po che non mi capitava durante il sonno tale da svegliarmi soprattutto terremoto,pos
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo Sismo ,neg
Israel ofrece enviar un equipo de bsqueda y rescate de las FDI a Turqua después del terremoto mortal  Israel se ofreci a enviar de inmediato un equipo de bsqueda y rescate de las FDI a Turqua  TerremotoGreciaTurquia   Nota completa ,neg
 Pensa a tutti suoi amici a Parma terremoto terremotoamilano,pos
Notevole scossa di Terremoto percepita a Roma,pos
terremoto avvertita scossa di terremoto in questi minuti a Genova,pos
 Forte scossa di terremoto a Roma   Terremoto Roma News,pos
Scossa di terremoto proprio in questo momentoSperiamo be ne,pos
si quiero pasarlo mal a posta para eso tengo que buscar una noticia sobre un terremoto,neg
Udine terremoto cazzo,pos
Si desde que Daddy Yankee lanz el tema Terremoto tiembla seguido falta poco para que todos tengamos  babys,neg
Un terremoto de magnitud  sacude Alaska ,neg
davidecapu come stai Terremoto ha fatto danni da te,pos
Alerta de tsunami por terremoto en Alaska revive el temor de este tipo de catstrofe en California ,neg
Come sono tragici per un terremoto daiammazzatevi,pos
 segnalata unaltra scossa di terremoto in Brianza,pos
terremoto anche a firenzebastaaaa,pos
ICYMI Presunto terremoto masivo en el Cinturn de Fuego del Pacfico divide a sismlogos  ,neg
Terremoto Scossa lunga a Roma terremoto,pos
Firenze una scossa di terremoto alle  sto ancora tremando,pos
ltimo terremoto en México Evalan los daos provocados ,neg
Piango al ricordo delle vittime di CharlieHebdo  Piango al ricordo di quando la vittima di fece carnefice durante il terremoto di amatrice Io nondimentico nulla ,neg
Scossa di terremoto avvertita a Roma,pos
Terremoto due minuti fa,pos
  Terremoto a Roma avvertito anche a Napoli,pos
Nuova scossa di terremoto In trentino,pos
